DataSourceName	DataSourceCode	StationID	ActualStationID	Latitude_DD	Longitude_DD	SampleDate	SampleTime	ActivityDepth	ActivityDepthUnit	Characteristic	ResultValue	ResultUnit	ValueQualifier	ResultComment	WaterbodyID	WaterbodyName
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	05/03/2004	06:45:00	0.5	m	Phosphorus as P	260.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	11/02/1998	06:30:00	0.5	m	Phosphorus as P	120.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/04/1999	07:10:00	0.5	m	Phosphorus as P	80.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	02/01/1999	07:07:00	0.5	m	Phosphorus as P	270.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/01/1999	06:50:00	0.5	m	Phosphorus as P	280.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	05/03/1999	09:20:00	0.5	m	Phosphorus as P	200.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	12/06/2004	07:20:00	0.5	m	Phosphorus as P	470.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	06/07/1999	06:30:00	0.5	m	Phosphorus as P	330.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	08/02/1999	06:40:00	0.5	m	Phosphorus as P	290.00000000	ug/l	J		330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/04/1999	07:15:00	0.5	m	Phosphorus as P	230.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	12/06/1999	06:53:00	0.5	m	Phosphorus as P	170.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	09/06/2005	07:20:00	0.5	m	Phosphorus as P	350.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/03/2000	07:06:00	0.5	m	Phosphorus as P	180.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	02/07/2000	06:50:00	0.5	m	Phosphorus as P	140.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/06/2000	06:45:00	0.5	m	Phosphorus as P	100.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/03/2000	07:05:00	0.5	m	Phosphorus as P	150.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	08/07/2000	06:40:00	0.5	m	Phosphorus as P	230.00000000	ug/l	Q		330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/03/2006	07:15:00	0.5	m	Phosphorus as P	210.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/02/2000	07:00:00	0.5	m	Phosphorus as P	220.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/08/2001	06:55:00	0.5	m	Phosphorus as P	80.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	08/07/2006	06:40:00	0.5	m	Phosphorus as P	320.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	07/02/2001	06:40:00	0.5	m	Phosphorus as P	200.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	12/03/2001	07:00:00	0.5	m	Phosphorus as P	180.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/07/2002	07:15:00	0.5	m	Phosphorus as P	180.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/04/2002	06:50:00	0.5	m	Phosphorus as P	140.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/01/2002	06:20:00	0.5	m	Phosphorus as P	300.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	05/06/2002	06:40:00	0.5	m	Phosphorus as P	370.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	07/01/2002	06:30:00	0.5	m	Phosphorus as P	550.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	08/05/2002	06:40:00	0.5	m	Phosphorus as P	650.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	09/03/2002	07:10:00	0.5	m	Phosphorus as P	380.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/07/2002	07:20:00	0.5	m	Phosphorus as P	280.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	11/04/2002	06:30:00	0.5	m	Phosphorus as P	240.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	02/03/2003	07:00:00	0.5	m	Phosphorus as P	150.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/03/2003	06:50:00	0.5	m	Phosphorus as P	200.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/07/2003	08:10:00	0.5	m	Phosphorus as P	200.00000000	ug/l	G		330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	05/05/2003	06:55:00	0.5	m	Phosphorus as P	240.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	06/02/2003	06:30:00	0.5	m	Phosphorus as P	210.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	09/02/2003	07:00:00	0.5	m	Phosphorus as P	380.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/06/2003	07:36:00	0.5	m	Phosphorus as P	190.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	11/03/2003	06:40:00	0.5	m	Phosphorus as P	140.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	09/08/1998	07:05:00	0.5	m	Phosphorus as P	220.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	07/06/2004	06:30:00	0.5	m	Phosphorus as P	360.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	08/02/2004	06:55:00	0.5	m	Phosphorus as P	300.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	09/07/2004	07:35:00	0.5	m	Phosphorus as P	560.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/04/2004	07:20:00	0.5	m	Phosphorus as P	570.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	11/01/2004	06:30:00	0.5	m	Phosphorus as P	500.00000000	ug/l	Q		330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/03/2005	06:45:00	0.5	m	Phosphorus as P	430.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/07/2005	06:40:00	0.5	m	Phosphorus as P	310.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/04/2005	07:15:00	0.5	m	Phosphorus as P	470.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	09/07/2010	00:00:00	0.5	m	Phosphorus as P	420.00000000	ug/l		Total-P:  Matrix spike recovery data is unavailabl	330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	09/08/2009	00:00:00	0.5	m	Phosphorus as P	470.00000000	ug/l	AY	**AY** Total-P:  Matrix spike recovery data is una	330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	09/08/2014	00:00:00	0.5	m	Phosphorus as P	220.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	09/08/2015	00:00:00	0.5	m	Phosphorus as P	420.00000000	ug/l		Total-P:  Matrix spike recovery data is unavailabl	330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	09/09/2013	00:00:00	0.5	m	Phosphorus as P	380.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	09/10/2012	00:00:00	0.5	m	Phosphorus as P	620.00000000	ug/l		Total-P:  Matrix spike recovery data is unavailabl	330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	10/01/2012	00:00:00	0.5	m	Phosphorus as P	260.00000000	ug/l		Total-P:  Matrix spike recovery data is unavailabl	330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	10/03/2011	00:00:00	0.5	m	Phosphorus as P	310.00000000	ug/l	Y	**Y** Total-P:  Sample temperature was outside the	330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	10/03/2016	00:00:00	0.5	m	Phosphorus as P	340.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	10/04/2010	00:00:00	0.5	m	Phosphorus as P	370.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	10/05/2009	00:00:00	0.5	m	Phosphorus as P	350.00000000	ug/l		Total-P:  Matrix spike recovery data is unavailabl	330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	10/05/2015	00:00:00	0.5	m	Phosphorus as P	460.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	10/06/2014	00:00:00	0.5	m	Phosphorus as P	430.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	10/07/2013	00:00:00	0.5	m	Phosphorus as P	300.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	11/01/2010	00:00:00	0.5	m	Phosphorus as P	210.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	11/02/2009	00:00:00	0.5	m	Phosphorus as P	300.00000000	ug/l		Total-P:  Matrix spike recovery data is unavailabl	330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	11/03/2014	00:00:00	0.5	m	Phosphorus as P	290.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	11/04/2013	00:00:00	0.5	m	Phosphorus as P	260.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	11/05/2012	00:00:00	0.5	m	Phosphorus as P	240.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	11/07/2016	00:00:00			Phosphorus as P	160.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	12/01/2014	00:00:00	0.5	m	Phosphorus as P	210.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	12/02/2013	00:00:00	0.5	m	Phosphorus as P	140.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	12/03/2012	00:00:00	0.5	m	Phosphorus as P	150.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	12/05/2011	00:00:00	0.5	m	Phosphorus as P	150.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	12/05/2016	00:00:00	0.5	m	Phosphorus as P	140.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	12/06/2010	00:00:00	0.5	m	Phosphorus as P	170.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	12/07/2009	00:00:00	0.5	m	Phosphorus as P	220.00000000	ug/l		Total-P:  Matrix spike recovery data is unavailabl	330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV006		26.93472315	-82.05694208	12/07/2015	00:00:00	0.5	m	Phosphorus as P	260.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	01/02/2007	00:00:00	0.5	m	Phosphorus as P	870.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	01/02/2007	00:00:00	0.5	m	Phosphorus as P	880.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	01/03/2005	00:00:00	0.5	m	Phosphorus as P	750.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	01/03/2006	00:00:00	0.5	m	Phosphorus as P	500.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	01/03/2011	00:00:00	0.5	m	Phosphorus as P	360.00000000	ug/l	Y	**Y** Total-P:  Sample temperature was outside the	330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	01/04/2010	00:00:00	0.5	m	Phosphorus as P	430.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	01/05/2004	00:00:00	0.5	m	Phosphorus as P	840.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	01/05/2009	00:00:00	0.5	m	Phosphorus as P	460.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	03/06/2006	00:00:00	0.5	m	Phosphorus as P	780.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	03/04/2002	00:00:00	0.5	m	Phosphorus as P	540.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	03/03/2008	00:00:00	0.5	m	Phosphorus as P	590.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	03/03/2003	00:00:00	0.5	m	Phosphorus as P	630.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	03/02/2009	00:00:00	0.5	m	Phosphorus as P	420.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	03/01/2010	00:00:00	0.5	m	Phosphorus as P	340.00000000	ug/l	Y	**Y** Total-P:  The sample was received unpreserve	330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	03/01/2004	00:00:00	0.5	m	Phosphorus as P	650.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	02/07/2005	00:00:00	0.5	m	Phosphorus as P	740.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	02/06/2006	00:00:00	0.5	m	Phosphorus as P	1000.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	02/05/2007	00:00:00	0.5	m	Phosphorus as P	1200.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	02/04/2008	00:00:00	0.5	m	Phosphorus as P	560.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	02/04/2002	00:00:00	0.5	m	Phosphorus as P	470.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	02/03/2003	00:00:00	0.5	m	Phosphorus as P	490.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	02/02/2009	00:00:00	0.5	m	Phosphorus as P	370.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	02/02/2004	00:00:00	0.5	m	Phosphorus as P	560.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	02/01/2010	00:00:00	0.5	m	Phosphorus as P	400.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	01/07/2008	00:00:00	0.5	m	Phosphorus as P	380.00000000	ug/l		Total-P:  The matrix spike recovery data is unavai	330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	01/07/2002	00:00:00	0.5	m	Phosphorus as P	500.00000000	ug/l			330008	Tidal Peace River
FDEP Charlotte Harbor Aquatic/Buffer Preserves Sampling Data	STORET_21FLCHAR	CHV013		26.98000000	-82.00333330	05/03/2010	00:00:00	0.5	m	Phosphorus as P	760.00000000	ug/l			330008	Tidal Peace River
