DataSourceName	DataSourceCode	StationID	ActualStationID	Latitude_DD	Longitude_DD	SampleDate	SampleTime	ActivityDepth	ActivityDepthUnit	Characteristic	ResultValue	ResultUnit	ValueQualifier	ResultComment	WaterbodyID	WaterbodyName
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/04/1999	07:15:00	0.5	m	Nitrogen	1980.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	11/01/1999	06:25:00	0.5	m	Nitrogen	1420.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	12/06/1999	06:53:00	0.5	m	Nitrogen	1110.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	02/07/2000	06:50:00	0.5	m	Nitrogen	1210.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/06/2000	06:45:00	0.5	m	Nitrogen	830.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/03/2000	07:05:00	0.5	m	Nitrogen	770.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	06/05/2000	06:20:00	0.5	m	Nitrogen	1010.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/08/2001	06:55:00	0.5	m	Nitrogen	820.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/02/2001	07:00:00	0.5	m	Nitrogen	870.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	07/02/2001	06:40:00	0.5	m	Nitrogen	1210.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	12/03/2001	07:00:00	0.5	m	Nitrogen	1000.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/07/2002	07:15:00	0.5	m	Nitrogen	740.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	02/04/2002	07:00:00	0.5	m	Nitrogen	250.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/04/2002	06:50:00	0.5	m	Nitrogen	350.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/01/2002	06:20:00	0.5	m	Nitrogen	150.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	05/06/2002	06:40:00	0.5	m	Nitrogen	750.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	06/03/2002	06:30:00	0.5	m	Nitrogen	150.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	07/01/2002	06:30:00	0.5	m	Nitrogen	750.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	08/05/2002	06:40:00	0.5	m	Nitrogen	600.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	09/03/2002	07:10:00	0.5	m	Nitrogen	650.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/07/2002	07:20:00	0.5	m	Nitrogen	550.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	11/04/2002	06:30:00	0.5	m	Nitrogen	550.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	02/03/2003	07:00:00	0.5	m	Nitrogen	580.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/03/2003	06:50:00	0.5	m	Nitrogen	310.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/07/2003	08:10:00	0.5	m	Nitrogen	610.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	05/05/2003	06:55:00	0.5	m	Nitrogen	480.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	06/02/2003	06:30:00	0.5	m	Nitrogen	1120.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	07/07/2003	06:40:00	0.5	m	Nitrogen	920.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	09/02/2003	07:00:00	0.5	m	Nitrogen	2090.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/06/2003	07:36:00	0.5	m	Nitrogen	790.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	11/03/2003	06:40:00	0.5	m	Nitrogen	340.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/05/2004	07:20:00	0.5	m	Nitrogen	730.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/01/2004	06:50:00	0.5	m	Nitrogen	925.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/05/2004	07:15:00	0.5	m	Nitrogen	794.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	05/03/2004	06:45:00	0.5	m	Nitrogen	834.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	07/06/2004	06:30:00	0.5	m	Nitrogen	794.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	08/02/2004	06:55:00	0.5	m	Nitrogen	984.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	09/07/2004	07:35:00	0.5	m	Nitrogen	2218.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/04/2004	07:20:00	0.5	m	Nitrogen	1658.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	11/01/2004	06:30:00	0.5	m	Nitrogen	984.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	12/06/2004	07:20:00	0.5	m	Nitrogen	834.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/03/2005	06:45:00	0.5	m	Nitrogen	940.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/07/2005	06:40:00	0.5	m	Nitrogen	984.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/04/2005	07:15:00	0.5	m	Nitrogen	1320.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	05/02/2005	06:50:00	0.5	m	Nitrogen	974.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	06/06/2005	06:29:00	0.5	m	Nitrogen	1446.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	08/01/2005	07:10:00	0.5	m	Nitrogen	1314.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	09/06/2005	07:20:00	0.5	m	Nitrogen	1001.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/03/2005	07:33:00	0.5	m	Nitrogen	944.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	11/07/2005	06:35:00	0.5	m	Nitrogen	490.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	12/05/2005	07:00:00	0.5	m	Nitrogen	996.00000000	ug/l		calculated	330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/03/2006	07:08:00	0.5	m	Nitrogen	874.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	02/06/2006	07:07:00	0.5	m	Nitrogen	820.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/06/2006	06:48:00	0.5	m	Nitrogen	1104.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/03/2006	07:15:00	0.5	m	Nitrogen	914.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	05/01/2006	06:45:00	0.5	m	Nitrogen	1100.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	06/05/2006	06:30:00	0.5	m	Nitrogen	1304.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	07/10/2006	06:35:00	0.5	m	Nitrogen	1207.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	08/07/2006	06:40:00	0.5	m	Nitrogen	1110.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	09/05/2006	06:40:00	0.5	m	Nitrogen	1670.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/02/2006	07:00:00	0.5	m	Nitrogen	0.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	11/06/2006	06:45:00	0.5	m	Nitrogen	0.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	12/04/2006	06:53:00	0.5	m	Nitrogen	740.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/02/2007	07:10:00	0.5	m	Nitrogen	900.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	02/05/2007	07:07:00	0.5	m	Nitrogen	880.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/05/2007	06:45:00	0.5	m	Nitrogen	970.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	05/07/2007	06:43:00	0.5	m	Nitrogen	850.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	06/04/2007	06:30:00	0.5	m	Nitrogen	760.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	07/02/2007	06:38:00	0.5	m	Nitrogen	970.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	08/06/2007	06:55:00	0.5	m	Nitrogen	890.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/01/2007	07:40:00	0.5	m	Nitrogen	470.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	11/05/2007	06:35:00	0.5	m	Nitrogen	780.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	12/03/2007	06:57:00	0.5	m	Nitrogen	840.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/07/2008	07:15:00	0.5	m	Nitrogen	670.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	02/04/2008	07:15:00	0.5	m	Nitrogen	910.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/03/2008	06:53:00	0.5	m	Nitrogen	670.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/07/2008	07:06:00	0.5	m	Nitrogen	850.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	05/05/2008	06:45:00	0.5	m	Nitrogen	720.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	06/02/2008	06:32:00	0.5	m	Nitrogen	910.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	09/08/2008	07:15:00	0.5	m	Nitrogen	1530.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/06/2008	07:35:00	0.5	m	Nitrogen	1510.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	12/01/2008	06:53:00	0.5	m	Nitrogen	730.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/05/2009	07:10:00	0.5	m	Nitrogen	920.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	02/02/2009	07:20:00	0.5	m	Nitrogen	1200.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/02/2009	06:48:00	0.5	m	Nitrogen	790.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/06/2009	07:09:00	0.5	m	Nitrogen	1000.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	05/04/2009	06:43:00	0.5	m	Nitrogen	750.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	06/01/2009	06:30:00	0.5	m	Nitrogen	1210.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	07/06/2009	06:45:00	0.5	m	Nitrogen	1590.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/05/2009	07:50:00	0.5	m	Nitrogen	1210.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	11/02/2009	06:30:00	0.5	m	Nitrogen	900.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	12/07/2009	07:03:00	0.5	m	Nitrogen	690.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/04/2010	07:10:00	0.5	m	Nitrogen	580.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	02/01/2010	07:15:00	0.5	m	Nitrogen	715.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/01/2010	06:51:00	0.5	m	Nitrogen	638.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/05/2010	07:17:00	0.5	m	Nitrogen	1041.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	05/03/2010	07:42:00	0.5	m	Nitrogen	820.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	06/07/2010	07:18:00	0.5	m	Nitrogen	786.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	07/06/2010	07:15:00	0.5	m	Nitrogen	418.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	09/07/2010	07:00:00	0.5	m	Nitrogen	1114.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	10/04/2010	07:30:00	0.5	m	Nitrogen	640.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	12/06/2010	07:00:00	0.5	m	Nitrogen	764.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	01/03/2011	07:13:00	0.5	m	Nitrogen	814.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	02/07/2011	07:07:00	0.5	m	Nitrogen	725.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	03/07/2011	06:55:00	0.5	m	Nitrogen	725.00000000	ug/l			330008	Tidal Peace River
Charlotte Harbor Estuaries Volunteer Water Quality Monitoring Network	CHEVWQMN_WQ	CHV004		26.96166700	-82.11305600	04/04/2011	07:05:00	0.5	m	Nitrogen	745.00000000	ug/l			330008	Tidal Peace River
