SampleDate,Nitrogen,Phosphorus
1975-08-04,3450.0,274.5
1975-08-11,,
1975-08-18,,
1975-08-25,,
1975-09-01,24550.0,203.5
1975-09-08,953.3333333333334,111.81818181818181
1975-09-15,,
1975-09-22,,
1975-09-29,,
1975-10-06,,
1975-10-13,,
1975-10-20,3300.0,188.0
1975-10-27,890.0,220.0
1975-11-03,5250.0,208.5
1975-11-10,,
1975-11-17,,
1975-11-24,,
1975-12-01,4300.0,152.5
1975-12-08,,
1975-12-15,,
1975-12-22,,
1975-12-29,,
1976-01-05,3500.0,208.0
1976-01-12,,
1976-01-19,,
1976-01-26,,
1976-02-02,3050.0,127.0
1976-02-09,,
1976-02-16,,
1976-02-23,,
1976-03-01,3100.0,106.5
1976-03-08,,
1976-03-15,,
1976-03-22,,
1976-03-29,,
1976-04-05,3500.0,127.0
1976-04-12,,
1976-04-19,,
1976-04-26,,
1976-05-03,4150.0,116.5
1976-05-10,,
1976-05-17,,
1976-05-24,3750.0,132.0
1976-05-31,3900.0,152.5
1976-06-07,,
1976-06-14,3148.75,234.6875
1976-06-21,,
1976-06-28,,
1976-07-05,,
1976-07-12,,
1976-07-19,,
1976-07-26,896.6666666666666,146.66666666666666
1976-08-02,,
1976-08-09,,
1976-08-16,,
1976-08-23,,
1976-08-30,,
1976-09-06,,
1976-09-13,,
1976-09-20,,
1976-09-27,,
1976-10-04,,
1976-10-11,3500.0,228.5
1976-10-18,,
1976-10-25,,
1976-11-01,,
1976-11-08,,
1976-11-15,,
1976-11-22,,
1976-11-29,,
1976-12-06,,
1976-12-13,,
1976-12-20,4750.0,77.75
1976-12-27,,
1977-01-03,,
1977-01-10,,
1977-01-17,,
1977-01-24,,
1977-01-31,,
1977-02-07,,
1977-02-14,4050.0,111.5
1977-02-21,,
1977-02-28,,
1977-03-07,,
1977-03-14,3750.0,162.5
1977-03-21,,
1977-03-28,,
1977-04-04,,
1977-04-11,3250.0,152.5
1977-04-18,3050.0,183.0
1977-04-25,,
1977-05-02,,
1977-05-09,,
1977-05-16,,
1977-05-23,,
1977-05-30,,
1977-06-06,,
1977-06-13,,
1977-06-20,6100.0,187.5
1977-06-27,,
1977-07-04,,
1977-07-11,,
1977-07-18,,
1977-07-25,,
1977-08-01,,
1977-08-08,,
1977-08-15,,
1977-08-22,4150.0,325.5
1977-08-29,,
1977-09-05,,
1977-09-12,,
1977-09-19,5200.0,177.5
1977-09-26,,
1977-10-03,,
1977-10-10,,
1977-10-17,,
1977-10-24,,
1977-10-31,3300.0,289.5
1977-11-07,,
1977-11-14,1472.2727272727273,140.3181818181818
1977-11-21,,
1977-11-28,,
1977-12-05,,
1977-12-12,1165.0,136.25
1977-12-19,,
1977-12-26,,
1978-01-02,,
1978-01-09,2776.0,65.0
1978-01-16,1406.5830085736554,101.28994138737335
1978-01-23,,
1978-01-30,3436.6,145.4
1978-02-06,,
1978-02-13,1788.8057054741712,81.0385464919044
1978-02-20,,
1978-02-27,1923.0,47.0
1978-03-06,,
1978-03-13,1537.7578692493946,67.60290556900726
1978-03-20,2750.0,132.0
1978-03-27,1978.0,87.0
1978-04-03,1458.3333333333333,53.5
1978-04-10,1887.7851239669421,66.5732788168769
1978-04-17,1356.2052631578947,60.78421052631579
1978-04-24,1769.7555859553124,70.52119671682625
1978-05-01,1914.642857142857,68.05356071428571
1978-05-08,1997.4880312652663,79.04835906204201
1978-05-15,2068.404761904762,91.85714285714286
1978-05-22,2262.4892685063514,106.32282084975908
1978-05-29,1716.904761904762,92.44642857142857
1978-06-05,2080.1695906432747,104.24561403508773
1978-06-12,1676.7904,140.93399944
1978-06-19,1846.0,89.0
1978-06-26,3800.0,289.5
1978-07-03,,
1978-07-10,3834.5555555555557,178.88888888888889
1978-07-17,1715.7601659751037,137.75020746887967
1978-07-24,,
1978-07-31,1977.0,94.0
1978-08-07,,
1978-08-14,1909.355046528275,152.06513958482464
1978-08-21,4650.0,223.5
1978-08-28,2594.0,62.0
1978-09-04,,
1978-09-11,3887.0,161.2
1978-09-18,1607.1802325581396,113.7063953488372
1978-09-25,1843.0,101.0
1978-10-02,,
1978-10-09,,
1978-10-16,,
1978-10-23,1596.2916989914663,107.42823894491855
1978-10-30,3350.0,228.5
1978-11-06,,
1978-11-13,1376.550853749072,96.34149161098738
1978-11-20,3000.6,146.8
1978-11-27,,
1978-12-04,1769.0,39.0
1978-12-11,,
1978-12-18,1474.3235294117646,81.046871875
1978-12-25,1530.0,26.0
1979-01-01,,
1979-01-08,1683.0,106.0
1979-01-15,,
1979-01-22,3159.5331069609506,63.45839830220713
1979-01-29,,
1979-02-05,2551.0,51.0
1979-02-12,,
1979-02-19,1232.1166077738517,40.42756183745583
1979-02-26,1563.0,36.0
1979-03-05,2411.0,75.66666666666667
1979-03-12,,
1979-03-19,2421.0354609929077,50.50780141843972
1979-03-26,,
1979-04-02,1211.0,73.0
1979-04-09,1329.0536044362293,69.55082513863215
1979-04-16,652.0,44.0
1979-04-23,3081.205882352941,100.82352352941176
1979-04-30,2373.0,58.0
1979-05-07,1778.5567375886526,86.18084468085105
1979-05-14,2180.0,165.0
1979-05-21,1623.1438596491228,100.46842105263158
1979-05-28,,
1979-06-04,1435.0401396160557,112.46771378708551
1979-06-11,1840.0,69.0
1979-06-18,1091.8597560975609,119.52439024390245
1979-06-25,1124.0,46.0
1979-07-02,1617.0901960784313,113.48823529411764
1979-07-09,,
1979-07-16,1371.9216417910447,127.43096305970148
1979-07-23,3084.0,96.0
1979-07-30,1656.4426229508197,132.27459016393442
1979-08-06,,
1979-08-13,4850.0,164.25
1979-08-20,1152.6666666666667,133.88425925925927
1979-08-27,,
1979-09-03,,
1979-09-10,,
1979-09-17,2531.588888888889,125.53518518518518
1979-09-24,5052.4,332.8
1979-10-01,,
1979-10-08,1510.0,364.0
1979-10-15,1522.0,27.0
1979-10-22,1903.5159010600707,96.3303886925795
1979-10-29,2503.0,46.0
1979-11-05,,
1979-11-12,2219.4487632508835,86.88162544169612
1979-11-19,4232.0,37.0
1979-11-26,,
1979-12-03,2797.0,72.0
1979-12-10,2454.148936170213,50.31003039513678
1979-12-17,3051.0,
1979-12-24,,
1979-12-31,2405.0,41.0
1980-01-07,5350.0,86.5
1980-01-14,1844.0,38.0
1980-01-21,2245.147928994083,47.467455621301774
1980-01-28,,
1980-02-04,,
1980-02-11,,
1980-02-18,,
1980-02-25,1867.2600536193029,62.198381769437
1980-03-03,,
1980-03-10,3300.0,96.5
1980-03-17,,
1980-03-24,2054.8917525773195,66.03092783505154
1980-03-31,,
1980-04-07,3739.4,125.8
1980-04-14,,
1980-04-21,2487.6936936936936,64.14863963963964
1980-04-28,4000.0,106.5
1980-05-05,2495.0,58.0
1980-05-12,,
1980-05-19,3619.2,132.0
1980-05-26,2491.568047337278,79.3076923076923
1980-06-02,2981.0,38.0
1980-06-09,1903.0,22.0
1980-06-16,1997.5714285714287,114.44444444444444
1980-06-23,6200.0,97.16666666666667
1980-06-30,2672.0,98.0
1980-07-07,,
1980-07-14,1557.0,46.0
1980-07-21,3575.035714285714,148.26190476190476
1980-07-28,2939.0,105.0
1980-08-04,2843.0,70.0
1980-08-11,,
1980-08-18,5650.0,126.5
1980-08-25,4670.468336708861,107.5189746835443
1980-09-01,,
1980-09-08,3895.0,246.0
1980-09-15,,
1980-09-22,2355.635265700483,239.85265700483092
1980-09-29,,
1980-10-06,2780.0,210.0
1980-10-13,,
1980-10-20,2770.212195121951,161.35121951219512
1980-10-27,,
1980-11-03,1919.0,22.0
1980-11-10,,
1980-11-17,1933.1752577319587,123.01546391752578
1980-11-24,4050.0,279.3333333333333
1980-12-01,,
1980-12-08,2783.0,224.0
1980-12-15,2416.940476190476,92.6476
1980-12-22,3909.6666666666665,106.83333333333333
1980-12-29,,
1981-01-05,,
1981-01-12,,
1981-01-19,3072.4285714285716,148.28571428571428
1981-01-26,,
1981-02-02,2613.0,47.0
1981-02-09,,
1981-02-16,2757.9310344827586,103.96551724137932
1981-02-23,,
1981-03-02,3025.0,118.0
1981-03-09,,
1981-03-16,2607.2,73.6
1981-03-23,860.0,122.0
1981-03-30,2686.0,42.0
1981-04-06,,
1981-04-13,2446.5263157894738,69.63157894736842
1981-04-20,4300.0,116.5
1981-04-27,2867.0,46.0
1981-05-04,,
1981-05-11,2540.4,63.0
1981-05-18,3350.0,177.5
1981-05-25,,
1981-06-01,,
1981-06-08,,
1981-06-15,,
1981-06-22,2595.0,171.0
1981-06-29,,
1981-07-06,2819.0,50.0
1981-07-13,,
1981-07-20,2644.137931034483,175.6551724137931
1981-07-27,,
1981-08-03,2123.0,52.0
1981-08-10,,
1981-08-17,2616.4285714285716,169.42857142857142
1981-08-24,,
1981-08-31,2203.0,214.0
1981-09-07,,
1981-09-14,2438.103448275862,253.93103448275863
1981-09-21,,
1981-09-28,2514.0,146.0
1981-10-05,2268.2,219.8
1981-10-12,,
1981-10-19,3800.0,310.0
1981-10-26,2720.0,45.0
1981-11-02,,
1981-11-09,2319.4,182.6
1981-11-16,,
1981-11-23,,
1981-11-30,,
1981-12-07,2611.0,225.0
1981-12-14,,
1981-12-21,,
1981-12-28,,
1982-01-04,3405.0,79.0
1982-01-11,2088.0,144.66666666666666
1982-01-18,4000.0,208.5
1982-01-25,,
1982-02-01,,
1982-02-08,,
1982-02-15,2647.5,79.0
1982-02-22,,
1982-03-01,2126.0,70.0
1982-03-08,,
1982-03-15,5950.0,305.0
1982-03-22,,
1982-03-29,,
1982-04-05,2147.0,80.0
1982-04-12,,
1982-04-19,,
1982-04-26,,
1982-05-03,2009.6,146.6
1982-05-10,,
1982-05-17,4300.0,249.0
1982-05-24,,
1982-05-31,,
1982-06-07,2704.0,280.0
1982-06-14,,
1982-06-21,,
1982-06-28,,
1982-07-05,1799.25,307.2857142857143
1982-07-12,,
1982-07-19,,
1982-07-26,4700.0,391.5
1982-08-02,1999.0,236.0
1982-08-09,,
1982-08-16,,
1982-08-23,,
1982-08-30,1468.8,153.0
1982-09-06,,
1982-09-13,1901.0,148.0
1982-09-20,4600.0,320.0
1982-09-27,,
1982-10-04,,
1982-10-11,,
1982-10-18,,
1982-10-25,1678.4,80.85711428571427
1982-11-01,,
1982-11-08,,
1982-11-15,,
1982-11-22,1685.0,
1982-11-29,,
1982-12-06,1419.0,66.0
1982-12-13,2008.2894736842106,171.05263157894737
1982-12-20,555.0,95.0
1982-12-27,2191.8,126.6
1983-01-03,,
1983-01-10,,
1983-01-17,,
1983-01-24,1596.0,61.0
1983-01-31,,
1983-02-07,1173.0,42.0
1983-02-14,,
1983-02-21,1652.2941176470588,115.05882352941177
1983-02-28,,
1983-03-07,2080.0,87.0
1983-03-14,,
1983-03-21,1925.0,85.0
1983-03-28,3126.3636363636365,100.36363636363636
1983-04-04,1631.0,71.0
1983-04-11,,
1983-04-18,1304.8,61.0
1983-04-25,,
1983-05-02,1586.0,58.0
1983-05-09,,
1983-05-16,1637.0,56.0
1983-05-23,,
1983-05-30,1696.0,92.0
1983-06-06,,
1983-06-13,1636.0,161.33333333333334
1983-06-20,3550.0,312.25
1983-06-27,2092.0,84.0
1983-07-04,1080.0,40.0
1983-07-11,,
1983-07-18,,
1983-07-25,,
1983-08-01,,
1983-08-08,1473.25,139.25
1983-08-15,,
1983-08-22,,
1983-08-29,,
1983-09-05,,
1983-09-12,,
1983-09-19,,
1983-09-26,1100.0,233.5
1983-10-03,1300.0,160.0
1983-10-10,,
1983-10-17,,
1983-10-24,,
1983-10-31,,
1983-11-07,880.0,177.5
1983-11-14,,
1983-11-21,630.0,126.5
1983-11-28,,
1983-12-05,850.0,100.0
1983-12-12,,
1983-12-19,1005.0,195.5
1983-12-26,,
1984-01-02,,
1984-01-09,1656.75,100.0
1984-01-16,,
1984-01-23,2637.1428571428573,604.2857142857143
1984-01-30,,
1984-02-06,,
1984-02-13,,
1984-02-20,690.0,149.75
1984-02-27,,
1984-03-05,1567.2,81.19996
1984-03-12,,
1984-03-19,1568.0,45.0
1984-03-26,,
1984-04-02,3011.0,241.0
1984-04-09,1315.75,165.0
1984-04-16,5500.0,172.5
1984-04-23,,
1984-04-30,1104.0,81.79996
1984-05-07,2210.0,45.5
1984-05-14,2061.1111111111113,117.77777777777777
1984-05-21,,
1984-05-28,,
1984-06-04,3416.0,72.0
1984-06-11,,
1984-06-18,3175.0,172.25
1984-06-25,1323.2,181.8
1984-07-02,,
1984-07-09,,
1984-07-16,6150.0,299.5
1984-07-23,,
1984-07-30,1570.0,230.0
1984-08-06,793.0,110.0
1984-08-13,1358.2,199.2
1984-08-20,,
1984-08-27,,
1984-09-03,3850.0,223.5
1984-09-10,,
1984-09-17,,
1984-09-24,2270.0,182.5
1984-10-01,497.0,99.0
1984-10-08,1010.0,130.0
1984-10-15,1725.0588235294117,194.5
1984-10-22,,
1984-10-29,1378.0,129.0
1984-11-05,,
1984-11-12,,
1984-11-19,680.0,166.0
1984-11-26,,
1984-12-03,,
1984-12-10,2153.1428571428573,154.28571428571428
1984-12-17,,
1984-12-24,,
1984-12-31,,
1985-01-07,1035.0,100.25
1985-01-14,5400.0,182.5
1985-01-21,,
1985-01-28,,
1985-02-04,1365.0,34.0
1985-02-11,,
1985-02-18,1861.8,108.0
1985-02-25,,
1985-03-04,2025.0,50.0
1985-03-11,2483.170731707317,217.9512195121951
1985-03-18,1632.0,63.0
1985-03-25,,
1985-04-01,,
1985-04-08,,
1985-04-15,854.0,104.5
1985-04-22,,
1985-04-29,,
1985-05-06,1463.25,306.75
1985-05-13,3215.0,281.875
1985-05-20,,
1985-05-27,,
1985-06-03,,
1985-06-10,2339.0,234.0
1985-06-17,,
1985-06-24,,
1985-07-01,,
1985-07-08,1140.0,160.5
1985-07-15,4300.0,360.5
1985-07-22,,
1985-07-29,4816.666666666667,413.0
1985-08-05,1217.0,51.0
1985-08-12,,
1985-08-19,,
1985-08-26,,
1985-09-02,1072.0,190.0
1985-09-09,,
1985-09-16,,
1985-09-23,,
1985-09-30,2475.0,167.8
1985-10-07,3950.0,282.5
1985-10-14,,
1985-10-21,,
1985-10-28,2119.0,106.0
1985-11-04,,
1985-11-11,,
1985-11-18,,
1985-11-25,1989.2,135.4
1985-12-02,,
1985-12-09,2931.4285714285716,208.28571428571428
1985-12-16,,
1985-12-23,,
1985-12-30,1816.0,23.0
1986-01-06,660.0,90.0
1986-01-13,,
1986-01-20,,
1986-01-27,4550.0,243.5
1986-02-03,1606.25,91.4
1986-02-10,,
1986-02-17,1463.0,46.0
1986-02-24,,
1986-03-03,,
1986-03-10,,
1986-03-17,837.25,154.5
1986-03-24,,
1986-03-31,1925.75,273.0
1986-04-07,,
1986-04-14,1535.0,111.0
1986-04-21,4350.0,259.0
1986-04-28,,
1986-05-05,,
1986-05-12,1542.0,52.0
1986-05-19,660.0,114.0
1986-05-26,1735.4347826086957,144.52173913043478
1986-06-02,,
1986-06-09,1357.0,38.0
1986-06-16,,
1986-06-23,,
1986-06-30,,
1986-07-07,,
1986-07-14,,
1986-07-21,2584.2,255.2
1986-07-28,,
1986-08-04,1734.0,106.0
1986-08-11,,
1986-08-18,,
1986-08-25,,
1986-09-01,1766.0,88.0
1986-09-08,,
1986-09-15,1962.75,176.75
1986-09-22,,
1986-09-29,2917.0,98.0
1986-10-06,,
1986-10-13,1094.5,172.83333333333334
1986-10-20,,
1986-10-27,,
1986-11-03,,
1986-11-10,2360.6,129.2
1986-11-17,,
1986-11-24,,
1986-12-01,,
1986-12-08,4000.0,284.5
1986-12-15,,
1986-12-22,,
1986-12-29,,
1987-01-05,,
1987-01-12,2847.0526315789475,134.6315789473684
1987-01-19,,
1987-01-26,2244.0,95.0
1987-02-02,,
1987-02-09,,
1987-02-16,4750.0,279.5
1987-02-23,1627.0,42.0
1987-03-02,,
1987-03-09,2061.75,126.0
1987-03-16,,
1987-03-23,,
1987-03-30,,
1987-04-06,1216.0,104.0
1987-04-13,1090.0,80.0
1987-04-20,1658.0,70.0
1987-04-27,,
1987-05-04,4226.75,79.2
1987-05-11,,
1987-05-18,,
1987-05-25,4400.0,279.5
1987-06-01,,
1987-06-08,,
1987-06-15,,
1987-06-22,,
1987-06-29,1417.0,104.4
1987-07-06,820.0,140.0
1987-07-13,,
1987-07-20,,
1987-07-27,1478.0,63.0
1987-08-03,,
1987-08-10,,
1987-08-17,480.0,164.0
1987-08-24,3772.0,210.0
1987-08-31,,
1987-09-07,1635.25,166.5
1987-09-14,,
1987-09-21,1434.0,67.0
1987-09-28,,
1987-10-05,,
1987-10-12,530.0,100.0
1987-10-19,,
1987-10-26,,
1987-11-02,1398.0,50.0
1987-11-09,1611.6666666666667,98.21428571428571
1987-11-16,1148.2105263157894,170.52631578947367
1987-11-23,2700.0,243.33333333333334
1987-11-30,2293.0,52.0
1987-12-07,,
1987-12-14,,
1987-12-21,,
1987-12-28,1274.0,36.0
1988-01-04,,
1988-01-11,1448.5882352941176,100.5
1988-01-18,579.0,110.0
1988-01-25,4014.6,157.4
1988-02-01,,
1988-02-08,1480.0,
1988-02-15,1080.0,90.0
1988-02-22,1370.0,39.0
1988-02-29,,
1988-03-07,1112.5,47.0
1988-03-14,,
1988-03-21,1405.3529411764705,82.94117647058823
1988-03-28,1310.0,66.0
1988-04-04,951.0,50.0
1988-04-11,5071.4,137.0
1988-04-18,,
1988-04-25,,
1988-05-02,,
1988-05-09,,
1988-05-16,1222.5,82.9090909090909
1988-05-23,,
1988-05-30,1452.25,202.5
1988-06-06,,
1988-06-13,942.0,59.0
1988-06-20,,
1988-06-27,1006.0,59.0
1988-07-04,,
1988-07-11,1760.0,160.16666666666666
1988-07-18,860.0,160.0
1988-07-25,3843.6666666666665,200.0
1988-08-01,,
1988-08-08,,
1988-08-15,1540.0,290.0
1988-08-22,1460.5,114.0
1988-08-29,,
1988-09-05,1628.5,200.0
1988-09-12,,
1988-09-19,1560.0,
1988-09-26,,
1988-10-03,1207.0,142.0
1988-10-10,,
1988-10-17,1752.5,229.0
1988-10-24,7950.0,725.0
1988-10-31,1387.5,125.0
1988-11-07,,
1988-11-14,,
1988-11-21,3930.0,245.25
1988-11-28,1529.0,68.0
1988-12-05,1010.0,80.0
1988-12-12,1099.3333333333333,80.73333333333333
1988-12-19,,
1988-12-26,803.0,48.0
1989-01-02,,
1989-01-09,1218.6,105.85714285714286
1989-01-16,1210.0,110.0
1989-01-23,694.0,79.75
1989-01-30,,
1989-02-06,,
1989-02-13,,
1989-02-20,1127.0,49.0
1989-02-27,,
1989-03-06,1402.5,109.0
1989-03-13,,
1989-03-20,,
1989-03-27,,
1989-04-03,702.0,75.0
1989-04-10,,
1989-04-17,1303.7142857142858,117.83333333333333
1989-04-24,,
1989-05-01,1470.6666666666667,131.5
1989-05-08,,
1989-05-15,1644.0,63.0
1989-05-22,,
1989-05-29,1057.8333333333333,111.83333333333333
1989-06-05,,
1989-06-12,1108.0,57.0
1989-06-19,,
1989-06-26,,
1989-07-03,1635.75,254.0
1989-07-10,,
1989-07-17,770.0,140.0
1989-07-24,1268.0,76.0
1989-07-31,1060.0,184.0
1989-08-07,,
1989-08-14,,
1989-08-21,,
1989-08-28,,
1989-09-04,1799.4705882352941,197.52941176470588
1989-09-11,,
1989-09-18,,
1989-09-25,,
1989-10-02,1758.0,212.0
1989-10-09,,
1989-10-16,,
1989-10-23,,
1989-10-30,2409.0,58.0
1989-11-06,,
1989-11-13,1612.0,123.28571428571429
1989-11-20,1977.0,77.0
1989-11-27,,
1989-12-04,,
1989-12-11,1964.0,47.0
1989-12-18,,
1989-12-25,,
1990-01-01,,
1990-01-08,,
1990-01-15,690.0,80.0
1990-01-22,1174.0,94.75
1990-01-29,1311.0,74.0
1990-02-05,,
1990-02-12,,
1990-02-19,1548.0,82.0
1990-02-26,,
1990-03-05,2807.0,175.0
1990-03-12,,
1990-03-19,1000.4761904761905,103.61904761904762
1990-03-26,608.0,97.0
1990-04-02,,
1990-04-09,,
1990-04-16,1437.0,75.0
1990-04-23,,
1990-04-30,,
1990-05-07,,
1990-05-14,1163.6666666666667,99.86666666666666
1990-05-21,,
1990-05-28,1540.0,66.0
1990-06-04,,
1990-06-11,880.0,120.0
1990-06-18,,
1990-06-25,,
1990-07-02,,
1990-07-09,2400.0,238.25
1990-07-16,,
1990-07-23,2016.5,240.75
1990-07-30,,
1990-08-06,,
1990-08-13,,
1990-08-20,,
1990-08-27,,
1990-09-03,2098.0,193.0
1990-09-10,,
1990-09-17,1650.5,182.75
1990-09-24,,
1990-10-01,2639.0,366.0
1990-10-08,,
1990-10-15,,
1990-10-22,,
1990-10-29,1254.0,118.0
1990-11-05,,
1990-11-12,1367.0,82.0
1990-11-19,1301.5,88.75
1990-11-26,,
1990-12-03,,
1990-12-10,1427.0,61.0
1990-12-17,,
1990-12-24,,
1990-12-31,,
1991-01-07,,
1991-01-14,,
1991-01-21,1150.0,704.0
1991-01-28,1272.5,132.0
1991-02-04,2066.0,149.8
1991-02-11,,
1991-02-18,,
1991-02-25,1530.0,100.0
1991-03-04,2125.0,63.0
1991-03-11,,
1991-03-18,2624.176470588235,141.05882352941177
1991-03-25,,
1991-04-01,1597.0,104.0
1991-04-08,,
1991-04-15,,
1991-04-22,1350.0,150.0
1991-04-29,1125.0,89.0
1991-05-06,,
1991-05-13,1271.25,117.75
1991-05-20,,
1991-05-27,1511.0,82.0
1991-06-03,,
1991-06-10,,
1991-06-17,,
1991-06-24,2486.0,211.0
1991-07-01,,
1991-07-08,2027.0,247.75
1991-07-15,,
1991-07-22,,
1991-07-29,,
1991-08-05,1540.0,107.0
1991-08-12,,
1991-08-19,,
1991-08-26,,
1991-09-02,4474.333333333333,151.11111111111111
1991-09-09,2060.0,160.0
1991-09-16,,
1991-09-23,1220.0,110.0
1991-09-30,2109.0,135.0
1991-10-07,612.8571428571429,
1991-10-14,1330.0,137.25
1991-10-21,1540.0,240.0
1991-10-28,1858.0,92.0
1991-11-04,280.0,
1991-11-11,,
1991-11-18,,
1991-11-25,1673.0,51.0
1991-12-02,390.0,
1991-12-09,315.0,
1991-12-16,,
1991-12-23,1451.8,109.2
1991-12-30,443.3333333333333,
1992-01-06,,
1992-01-13,,
1992-01-20,,
